Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,93636,-,-,-,35.05,-110.7,-7,1467,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2001,1,1,0,30,-7,0,0,0,0.2,850,0,96,0.7,,,,,,
2001,1,1,1,30,-7,0,0,0,0.2,850,0,145,0.8,,,,,,
2001,1,1,2,30,-7,0,0,0,0.2,850,0,183,0.9,,,,,,
2001,1,1,3,30,-7,0,0,0,0.2,850,0,204,0.8,,,,,,
2001,1,1,4,30,-7,0,0,0,0.2,850,0,210,0.6,,,,,,
2001,1,1,5,30,-7,0,0,0,0.2,850,0,225,0.5,,,,,,
2001,1,1,6,30,-7,0,0,0,0.2,850,0,251,0.3,,,,,,
2001,1,1,7,30,-7,0,0,0,0.2,850,0,303,0.2,,,,,,
2001,1,1,8,30,-6,54,307,104,0.2,850,0,343,0.3,,,,,,
2001,1,1,9,30,-6,135,123,174,0.2,850,2,322,0.7,,,,,,
2001,1,1,10,30,-6,183,318,321,0.2,850,5,354,1.2,,,,,,
2001,1,1,11,30,-6,203,427,419,0.2,850,6,351,1.7,,,,,,
2001,1,1,12,30,-6,180,544,469,0.2,850,7,343,2,,,,,,
2001,1,1,13,30,-6,191,463,424,0.2,850,8,336,2.1,,,,,,
2001,1,1,14,30,-6,140,523,361,0.2,850,7,326,1.6,,,,,,
2001,1,1,15,30,-3,127,152,173,0.2,850,5,314,1,,,,,,
2001,1,1,16,30,-4,52,181,78,0.2,850,3,301,1.1,,,,,,
2001,1,1,17,30,-6,0,0,0,0.2,850,1,297,1.3,,,,,,
2001,1,1,18,30,-6,0,0,0,0.2,850,0,300,1.3,,,,,,
2001,1,1,19,30,-6,0,0,0,0.2,850,0,309,1.4,,,,,,
2001,1,1,20,30,-6,0,0,0,0.2,850,0,318,1.4,,,,,,
2001,1,1,21,30,-6,0,0,0,0.2,850,0,327,1.2,,,,,,
2001,1,1,22,30,-6,0,0,0,0.2,850,0,337,1.1,,,,,,
2001,1,1,23,30,-6,0,0,0,0.2,850,0,345,1,,,,,,
2001,1,2,0,30,-6,0,0,0,0.2,850,0,349,1,,,,,,
2001,1,2,1,30,-6,0,0,0,0.2,850,0,353,0.9,,,,,,
2001,1,2,2,30,-6,0,0,0,0.2,850,0,357,0.9,,,,,,
2001,1,2,3,30,-6,0,0,0,0.2,850,-1,351,1,,,,,,
2001,1,2,4,30,-6,0,0,0,0.2,850,-1,349,1,,,,,,
2001,1,2,5,30,-6,0,0,0,0.2,850,-1,352,1,,,,,,
2001,1,2,6,30,-6,0,0,0,0.2,850,-1,348,1,,,,,,
2001,1,2,7,30,-6,0,0,0,0.2,850,-1,343,1.3,,,,,,
2001,1,2,8,30,-5,60,172,88,0.2,850,1,343,2,,,,,,
2001,1,2,9,30,-5,56,837,322,0.2,850,3,346,3,,,,,,
2001,1,2,10,30,-6,65,924,467,0.2,850,6,8,3.8,,,,,,
2001,1,2,11,30,-7,71,961,560,0.2,850,8,19,4.1,,,,,,
2001,1,2,12,30,-9,72,979,592,0.2,850,9,22,4,,,,,,
2001,1,2,13,30,-10,69,974,559,0.2,850,10,24,3.9,,,,,,
2001,1,2,14,30,-11,62,942,463,0.2,850,9,24,3.6,,,,,,
2001,1,2,15,30,-10,52,861,314,0.2,850,6,24,2.5,,,,,,
2001,1,2,16,30,-8,34,661,131,0.2,850,2,23,1.7,,,,,,
2001,1,2,17,30,-9,0,0,0,0.2,850,0,30,1.8,,,,,,
2001,1,2,18,30,-9,0,0,0,0.2,850,0,42,1.8,,,,,,
2001,1,2,19,30,-9,0,0,0,0.2,850,0,52,1.8,,,,,,
2001,1,2,20,30,-8,0,0,0,0.2,850,-1,59,1.8,,,,,,
2001,1,2,21,30,-7,0,0,0,0.2,850,-2,63,1.7,,,,,,
2001,1,2,22,30,-7,0,0,0,0.2,860,-2,68,1.6,,,,,,
2001,1,2,23,30,-7,0,0,0,0.2,860,-2,72,1.3,,,,,,
2001,1,3,0,30,-7,0,0,0,0.2,860,-2,72,1.1,,,,,,
2001,1,3,1,30,-7,0,0,0,0.2,860,-2,68,0.9,,,,,,
2001,1,3,2,30,-7,0,0,0,0.2,860,-1,65,0.6,,,,,,
2001,1,3,3,30,-7,0,0,0,0.2,860,-1,56,0.4,,,,,,
2001,1,3,4,30,-7,0,0,0,0.2,860,-1,22,0.3,,,,,,
2001,1,3,5,30,-7,0,0,0,0.2,860,-2,358,0.2,,,,,,
2001,1,3,6,30,-7,0,0,0,0.2,860,-1,352,0.2,,,,,,
2001,1,3,7,30,-7,0,0,0,0.2,860,0,2,0.3,,,,,,
2001,1,3,8,30,-6,60,165,87,0.2,860,1,28,0.8,,,,,,
2001,1,3,9,30,-6,48,880,327,0.2,860,3,6,1.3,,,,,,
2001,1,3,10,30,-6,55,958,473,0.2,860,6,28,1.9,,,,,,
2001,1,3,11,30,-7,61,990,566,0.2,860,8,41,2.2,,,,,,
2001,1,3,12,30,-8,63,1000,596,0.2,860,9,33,2.2,,,,,,
2001,1,3,13,30,-8,62,987,561,0.2,850,10,27,2.2,,,,,,
2001,1,3,14,30,-9,58,949,464,0.2,850,10,25,1.8,,,,,,
2001,1,3,15,30,-6,49,865,314,0.2,850,8,19,1.1,,,,,,
2001,1,3,16,30,-6,33,665,132,0.2,850,5,350,1.1,,,,,,
2001,1,3,17,30,-9,0,0,0,0.2,850,3,348,1.3,,,,,,
2001,1,3,18,30,-10,0,0,0,0.2,850,2,0,1.5,,,,,,
2001,1,3,19,30,-10,0,0,0,0.2,850,0,16,1.5,,,,,,
2001,1,3,20,30,-10,0,0,0,0.2,850,0,29,1.4,,,,,,
2001,1,3,21,30,-10,0,0,0,0.2,850,0,45,1.1,,,,,,
2001,1,3,22,30,-11,0,0,0,0.2,850,0,64,0.8,,,,,,
2001,1,3,23,30,-11,0,0,0,0.2,850,1,80,0.3,,,,,,
2001,1,4,0,30,-11,0,0,0,0.2,850,1,69,0.2,,,,,,
2001,1,4,1,30,-11,0,0,0,0.2,850,0,297,0.5,,,,,,
2001,1,4,2,30,-11,0,0,0,0.2,850,0,314,0.8,,,,,,
2001,1,4,3,30,-10,0,0,0,0.2,850,0,331,1,,,,,,
2001,1,4,4,30,-10,0,0,0,0.2,850,-1,343,1,,,,,,
2001,1,4,5,30,-10,0,0,0,0.2,850,-1,350,1,,,,,,
2001,1,4,6,30,-10,0,0,0,0.2,850,-1,350,0.9,,,,,,
2001,1,4,7,30,-11,0,0,0,0.2,850,0,345,0.8,,,,,,
2001,1,4,8,30,-10,58,227,95,0.2,850,1,338,0.6,,,,,,
2001,1,4,9,30,-11,47,889,329,0.2,850,3,298,0.6,,,,,,
2001,1,4,10,30,-11,54,966,476,0.2,850,6,328,0.7,,,,,,
2001,1,4,11,30,-11,57,1002,568,0.2,850,9,352,0.9,,,,,,
2001,1,4,12,30,-10,58,1010,599,0.2,850,10,353,1.1,,,,,,
2001,1,4,13,30,-9,57,998,563,0.2,850,11,341,1.2,,,,,,
2001,1,4,14,30,-8,53,960,466,0.2,850,11,328,1.1,,,,,,
2001,1,4,15,30,-6,45,878,317,0.2,850,9,322,1,,,,,,
2001,1,4,16,30,-4,32,683,135,0.2,850,5,330,1.2,,,,,,
2001,1,4,17,30,-7,0,0,0,0.2,850,3,335,1.4,,,,,,
2001,1,4,18,30,-8,0,0,0,0.2,850,3,334,1.4,,,,,,
2001,1,4,19,30,-8,0,0,0,0.2,850,2,331,1.3,,,,,,
2001,1,4,20,30,-9,0,0,0,0.2,850,2,330,1.2,,,,,,
2001,1,4,21,30,-9,0,0,0,0.2,850,1,332,1.1,,,,,,
2001,1,4,22,30,-9,0,0,0,0.2,850,1,334,1,,,,,,
2001,1,4,23,30,-9,0,0,0,0.2,850,1,336,0.8,,,,,,
2001,1,5,0,30,-9,0,0,0,0.2,850,1,343,0.7,,,,,,
2001,1,5,1,30,-9,0,0,0,0.2,850,1,350,0.6,,,,,,
2001,1,5,2,30,-9,0,0,0,0.2,850,0,348,0.5,,,,,,
2001,1,5,3,30,-9,0,0,0,0.2,850,0,336,0.5,,,,,,
2001,1,5,4,30,-9,0,0,0,0.2,850,0,324,0.6,,,,,,
2001,1,5,5,30,-9,0,0,0,0.2,850,0,324,0.6,,,,,,
2001,1,5,6,30,-9,0,0,0,0.2,850,0,330,0.5,,,,,,
2001,1,5,7,30,-9,0,0,0,0.2,850,0,338,0.5,,,,,,
2001,1,5,8,30,-7,32,628,134,0.2,850,2,336,0.6,,,,,,
2001,1,5,9,30,-8,115,377,235,0.2,850,4,317,0.6,,,,,,
2001,1,5,10,30,-7,90,739,413,0.2,850,7,337,0.4,,,,,,
2001,1,5,11,30,-7,162,577,457,0.2,850,9,345,0.3,,,,,,
2001,1,5,12,30,-7,140,691,511,0.2,850,10,276,0.5,,,,,,
2001,1,5,13,30,-6,190,482,436,0.2,850,11,282,0.7,,,,,,
2001,1,5,14,30,-5,109,654,392,0.2,850,10,307,0.6,,,,,,
2001,1,5,15,30,-2,81,583,263,0.2,850,9,341,0.5,,,,,,
2001,1,5,16,30,-4,57,167,82,0.2,850,7,10,0.4,,,,,,
2001,1,5,17,30,-6,0,0,0,0.2,850,7,38,0.3,,,,,,
2001,1,5,18,30,-6,0,0,0,0.2,850,6,118,0.5,,,,,,
2001,1,5,19,30,-6,0,0,0,0.2,850,5,154,0.8,,,,,,
2001,1,5,20,30,-6,0,0,0,0.2,850,4,163,1.1,,,,,,
2001,1,5,21,30,-6,0,0,0,0.2,850,3,172,1.2,,,,,,
2001,1,5,22,30,-6,0,0,0,0.2,850,3,180,1.3,,,,,,
2001,1,5,23,30,-6,0,0,0,0.2,850,3,189,1.2,,,,,,
2001,1,6,0,30,-6,0,0,0,0.2,850,3,199,1.1,,,,,,
2001,1,6,1,30,-5,0,0,0,0.2,840,3,210,1,,,,,,
2001,1,6,2,30,-5,0,0,0,0.2,840,3,220,0.9,,,,,,
2001,1,6,3,30,-5,0,0,0,0.2,840,3,229,0.9,,,,,,
2001,1,6,4,30,-5,0,0,0,0.2,840,3,240,0.8,,,,,,
2001,1,6,5,30,-5,0,0,0,0.2,840,3,254,0.7,,,,,,
2001,1,6,6,30,-5,0,0,0,0.2,840,3,274,0.7,,,,,,
2001,1,6,7,30,-4,0,0,0,0.2,840,4,292,0.6,,,,,,
2001,1,6,8,30,-3,3,0,3,0.2,840,6,296,0.7,,,,,,
2001,1,6,9,30,-3,11,0,11,0.2,840,8,283,1.1,,,,,,
2001,1,6,10,30,-2,149,512,374,0.2,840,11,283,1.5,,,,,,
2001,1,6,11,30,-1,204,437,428,0.2,840,13,298,2,,,,,,
2001,1,6,12,30,0,230,382,436,0.2,840,14,311,2.3,,,,,,
2001,1,6,13,30,0,237,253,367,0.2,840,14,319,2.5,,,,,,
2001,1,6,14,30,0,198,189,280,0.2,840,13,323,2.4,,,,,,
2001,1,6,15,30,0,51,815,307,0.2,840,11,325,1.7,,,,,,
2001,1,6,16,30,0,35,622,132,0.2,840,8,332,1.2,,,,,,
2001,1,6,17,30,-1,0,0,0,0.2,840,6,336,1.3,,,,,,
2001,1,6,18,30,-2,0,0,0,0.2,840,5,336,1.3,,,,,,
2001,1,6,19,30,-3,0,0,0,0.2,840,5,329,1.2,,,,,,
2001,1,6,20,30,-4,0,0,0,0.2,840,4,314,1.1,,,,,,
2001,1,6,21,30,-4,0,0,0,0.2,840,3,293,1.1,,,,,,
2001,1,6,22,30,-3,0,0,0,0.2,840,2,280,1.2,,,,,,
2001,1,6,23,30,-3,0,0,0,0.2,840,1,279,1.3,,,,,,
2001,1,7,0,30,-2,0,0,0,0.2,840,0,283,1.4,,,,,,
2001,1,7,1,30,-2,0,0,0,0.2,840,0,293,1.3,,,,,,
2001,1,7,2,30,-3,0,0,0,0.2,840,0,303,1.3,,,,,,
2001,1,7,3,30,-4,0,0,0,0.2,840,0,314,1.2,,,,,,
2001,1,7,4,30,-5,0,0,0,0.2,840,0,328,1.2,,,,,,
2001,1,7,5,30,-6,0,0,0,0.2,840,0,347,1.1,,,,,,
2001,1,7,6,30,-6,0,0,0,0.2,840,0,6,1,,,,,,
2001,1,7,7,30,-7,0,0,0,0.2,840,0,26,0.9,,,,,,
2001,1,7,8,30,-6,36,669,146,0.2,840,2,50,0.7,,,,,,
2001,1,7,9,30,-6,52,860,327,0.2,850,4,51,0.8,,,,,,
2001,1,7,10,30,-7,61,942,476,0.2,850,7,32,1.5,,,,,,
2001,1,7,11,30,-8,66,979,570,0.2,840,10,32,2,,,,,,
2001,1,7,12,30,-9,68,988,602,0.2,840,11,34,1.9,,,,,,
2001,1,7,13,30,-9,67,976,568,0.2,840,12,28,1.7,,,,,,
2001,1,7,14,30,-9,62,936,472,0.2,840,12,14,1.5,,,,,,
2001,1,7,15,30,-9,99,485,253,0.2,840,10,1,1.1,,,,,,
2001,1,7,16,30,-4,46,410,112,0.2,840,7,346,1.1,,,,,,
2001,1,7,17,30,-8,0,0,0,0.2,840,4,351,1.5,,,,,,
2001,1,7,18,30,-8,0,0,0,0.2,840,2,4,1.5,,,,,,
2001,1,7,19,30,-9,0,0,0,0.2,840,1,21,1.4,,,,,,
2001,1,7,20,30,-9,0,0,0,0.2,840,1,44,1.2,,,,,,
2001,1,7,21,30,-10,0,0,0,0.2,840,0,75,1.1,,,,,,
2001,1,7,22,30,-10,0,0,0,0.2,840,0,113,1.1,,,,,,
2001,1,7,23,30,-10,0,0,0,0.2,840,0,141,1.2,,,,,,
2001,1,8,0,30,-9,0,0,0,0.2,840,0,157,1.2,,,,,,
2001,1,8,1,30,-8,0,0,0,0.2,840,0,166,1.3,,,,,,
2001,1,8,2,30,-7,0,0,0,0.2,840,0,171,1.3,,,,,,
2001,1,8,3,30,-6,0,0,0,0.2,840,0,173,1.2,,,,,,
2001,1,8,4,30,-6,0,0,0,0.2,840,0,166,1.2,,,,,,
2001,1,8,5,30,-5,0,0,0,0.2,840,0,151,1.2,,,,,,
2001,1,8,6,30,-5,0,0,0,0.2,840,0,135,1.2,,,,,,
2001,1,8,7,30,-5,0,0,0,0.2,840,0,125,1.4,,,,,,
2001,1,8,8,30,-4,60,189,91,0.2,840,1,124,1.6,,,,,,
2001,1,8,9,30,-4,58,813,319,0.2,840,4,119,1.7,,,,,,
2001,1,8,10,30,-4,68,903,466,0.2,840,7,123,2.1,,,,,,
2001,1,8,11,30,-4,72,946,560,0.2,840,10,133,2.5,,,,,,
2001,1,8,12,30,-4,73,956,592,0.2,840,12,139,2.7,,,,,,
2001,1,8,13,30,-4,72,941,558,0.2,840,13,143,2.9,,,,,,
2001,1,8,14,30,-3,66,897,461,0.2,840,13,144,2.9,,,,,,
2001,1,8,15,30,-2,58,801,314,0.2,840,11,146,2,,,,,,
2001,1,8,16,30,0,59,197,91,0.2,840,8,143,1.2,,,,,,
2001,1,8,17,30,-1,0,0,0,0.2,840,5,141,1.2,,,,,,
2001,1,8,18,30,-1,0,0,0,0.2,840,4,153,1.5,,,,,,
2001,1,8,19,30,0,0,0,0,0.2,840,3,164,1.6,,,,,,
2001,1,8,20,30,0,0,0,0,0.2,840,3,165,1.6,,,,,,
2001,1,8,21,30,0,0,0,0,0.2,840,3,157,1.8,,,,,,
2001,1,8,22,30,0,0,0,0,0.2,840,3,144,2,,,,,,
2001,1,8,23,30,0,0,0,0,0.2,840,2,128,2.7,,,,,,
2001,1,9,0,30,0,0,0,0,0.2,840,2,120,3.2,,,,,,
2001,1,9,1,30,-1,0,0,0,0.2,840,2,119,3.2,,,,,,
2001,1,9,2,30,-1,0,0,0,0.2,840,2,122,2.9,,,,,,
2001,1,9,3,30,-1,0,0,0,0.2,840,2,128,2.5,,,,,,
2001,1,9,4,30,0,0,0,0,0.2,840,1,136,2.5,,,,,,
2001,1,9,5,30,0,0,0,0,0.2,840,1,138,2.4,,,,,,
2001,1,9,6,30,0,0,0,0,0.2,840,1,135,2,,,,,,
2001,1,9,7,30,0,0,0,0,0.2,840,1,132,2,,,,,,
2001,1,9,8,30,0,40,0,40,0.2,840,3,131,2.4,,,,,,
2001,1,9,9,30,1,11,0,11,0.2,840,4,134,2.6,,,,,,
2001,1,9,10,30,1,202,128,259,0.2,840,5,149,2.4,,,,,,
2001,1,9,11,30,1,229,330,400,0.2,840,6,166,2,,,,,,
2001,1,9,12,30,1,188,12,195,0.2,840,5,187,1.8,,,,,,
2001,1,9,13,30,1,223,43,245,0.2,840,5,213,1.8,,,,,,
2001,1,9,14,30,1,172,411,354,0.2,840,5,239,1.6,,,,,,
2001,1,9,15,30,1,135,77,160,0.2,840,5,268,0.9,,,,,,
2001,1,9,16,30,1,54,319,107,0.2,840,4,287,0.3,,,,,,
2001,1,9,17,30,1,0,0,0,0.2,840,2,155,0.5,,,,,,
2001,1,9,18,30,0,0,0,0,0.2,840,1,162,0.8,,,,,,
2001,1,9,19,30,0,0,0,0,0.2,840,1,179,0.9,,,,,,
2001,1,9,20,30,0,0,0,0,0.2,840,0,200,1,,,,,,
2001,1,9,21,30,0,0,0,0,0.2,840,0,218,1,,,,,,
2001,1,9,22,30,0,0,0,0,0.2,840,0,230,0.9,,,,,,
2001,1,9,23,30,0,0,0,0,0.2,840,0,230,0.8,,,,,,
2001,1,10,0,30,0,0,0,0,0.2,840,0,231,0.8,,,,,,
2001,1,10,1,30,-1,0,0,0,0.2,840,0,252,0.9,,,,,,
2001,1,10,2,30,-1,0,0,0,0.2,840,0,267,1.1,,,,,,
2001,1,10,3,30,-1,0,0,0,0.2,840,0,274,1.2,,,,,,
2001,1,10,4,30,-1,0,0,0,0.2,840,0,275,1.1,,,,,,
2001,1,10,5,30,-1,0,0,0,0.2,840,0,275,1.2,,,,,,
2001,1,10,6,30,-1,0,0,0,0.2,840,0,281,1.3,,,,,,
2001,1,10,7,30,0,0,0,0,0.2,840,0,288,1.7,,,,,,
2001,1,10,8,30,0,47,543,136,0.2,840,1,296,2.1,,,,,,
2001,1,10,9,30,0,137,118,176,0.2,840,3,304,2.1,,,,,,
2001,1,10,10,30,0,71,897,469,0.2,840,5,303,2.1,,,,,,
2001,1,10,11,30,0,243,240,369,0.2,840,7,300,2.2,,,,,,
2001,1,10,12,30,-1,69,978,603,0.2,840,8,298,2.1,,,,,,
2001,1,10,13,30,-2,65,977,574,0.2,840,9,292,1.9,,,,,,
2001,1,10,14,30,-3,58,948,481,0.2,840,10,286,1.6,,,,,,
2001,1,10,15,30,-3,49,873,334,0.2,840,9,274,1.1,,,,,,
2001,1,10,16,30,-1,35,693,152,0.2,840,6,243,0.8,,,,,,
2001,1,10,17,30,-3,0,0,0,0.2,840,4,208,1.1,,,,,,
2001,1,10,18,30,-3,0,0,0,0.2,840,2,200,1.3,,,,,,
2001,1,10,19,30,-3,0,0,0,0.2,840,0,201,1.4,,,,,,
2001,1,10,20,30,-2,0,0,0,0.2,840,0,211,1.5,,,,,,
2001,1,10,21,30,-1,0,0,0,0.2,840,0,220,1.6,,,,,,
2001,1,10,22,30,-2,0,0,0,0.2,840,-1,220,1.6,,,,,,
2001,1,10,23,30,-2,0,0,0,0.2,840,-1,215,1.6,,,,,,
2001,1,11,0,30,-3,0,0,0,0.2,840,-2,210,1.7,,,,,,
2001,1,11,1,30,-3,0,0,0,0.2,840,-2,202,1.7,,,,,,
2001,1,11,2,30,-2,0,0,0,0.2,840,-2,190,1.8,,,,,,
2001,1,11,3,30,-2,0,0,0,0.2,840,-1,182,2.3,,,,,,
2001,1,11,4,30,-2,0,0,0,0.2,840,-1,178,2.6,,,,,,
2001,1,11,5,30,-3,0,0,0,0.2,840,-2,169,2.7,,,,,,
2001,1,11,6,30,-3,0,0,0,0.2,840,-2,159,2.9,,,,,,
2001,1,11,7,30,-3,0,0,0,0.2,840,-1,156,3.2,,,,,,
2001,1,11,8,30,-2,36,679,148,0.2,840,1,161,3.6,,,,,,
2001,1,11,9,30,-1,49,868,330,0.2,840,4,165,4.4,,,,,,
2001,1,11,10,30,-2,56,949,479,0.2,840,7,176,5.4,,,,,,
2001,1,11,11,30,-3,64,977,574,0.2,840,10,184,6.4,,,,,,
2001,1,11,12,30,-4,65,990,608,0.2,840,11,194,7.2,,,,,,
2001,1,11,13,30,-4,62,982,576,0.2,840,11,196,7.5,,,,,,
2001,1,11,14,30,-4,56,948,481,0.2,840,11,196,7.3,,,,,,
2001,1,11,15,30,-3,49,867,334,0.2,840,10,194,6.3,,,,,,
2001,1,11,16,30,-3,35,686,153,0.2,840,7,190,5,,,,,,
2001,1,11,17,30,-3,0,0,0,0.2,840,4,185,4.3,,,,,,
2001,1,11,18,30,-3,0,0,0,0.2,840,3,182,4.1,,,,,,
2001,1,11,19,30,-3,0,0,0,0.2,840,2,178,3.9,,,,,,
2001,1,11,20,30,-3,0,0,0,0.2,840,1,177,3.9,,,,,,
2001,1,11,21,30,-3,0,0,0,0.2,840,1,179,3.7,,,,,,
2001,1,11,22,30,-3,0,0,0,0.2,840,1,185,3.8,,,,,,
2001,1,11,23,30,-2,0,0,0,0.2,840,0,189,4,,,,,,
2001,1,12,0,30,-2,0,0,0,0.2,840,0,188,4,,,,,,
2001,1,12,1,30,-2,0,0,0,0.2,840,0,180,4.1,,,,,,
2001,1,12,2,30,-2,0,0,0,0.2,840,0,174,4.4,,,,,,
2001,1,12,3,30,-2,0,0,0,0.2,840,0,171,4.4,,,,,,
2001,1,12,4,30,-2,0,0,0,0.2,840,0,170,4.1,,,,,,
2001,1,12,5,30,-2,0,0,0,0.2,840,0,168,3.6,,,,,,
2001,1,12,6,30,-3,0,0,0,0.2,840,-1,168,2.9,,,,,,
2001,1,12,7,30,-3,0,0,0,0.2,840,0,171,2.9,,,,,,
2001,1,12,8,30,-2,54,0,54,0.2,840,2,177,3.7,,,,,,
2001,1,12,9,30,-1,35,0,35,0.2,830,4,188,4.6,,,,,,
2001,1,12,10,30,-1,162,14,169,0.2,830,5,201,5.3,,,,,,
2001,1,12,11,30,0,191,16,200,0.2,830,4,217,5.5,,,,,,
2001,1,12,12,30,-1,65,0,65,0.2,830,4,230,5.4,,,,,,
2001,1,12,13,30,-2,134,0,134,0.2,830,4,237,5.1,,,,,,
2001,1,12,14,30,-2,199,70,231,0.2,830,4,237,4.9,,,,,,
2001,1,12,15,30,-3,23,0,23,0.2,830,3,235,4.7,,,,,,
2001,1,12,16,30,-3,32,0,32,0.2,840,1,239,3.9,,,,,,
2001,1,12,17,30,-3,0,0,0,0.2,840,0,243,3.3,,,,,,
2001,1,12,18,30,-3,0,0,0,0.2,840,0,242,3.2,,,,,,
2001,1,12,19,30,-4,0,0,0,0.2,840,-1,243,3.1,,,,,,
2001,1,12,20,30,-4,0,0,0,0.2,840,-1,243,3.1,,,,,,
2001,1,12,21,30,-4,0,0,0,0.2,840,-2,246,3.2,,,,,,
2001,1,12,22,30,-4,0,0,0,0.2,840,-3,249,3.3,,,,,,
2001,1,12,23,30,-4,0,0,0,0.2,840,-3,252,3.4,,,,,,
2001,1,13,0,30,-5,0,0,0,0.2,840,-3,253,3.5,,,,,,
2001,1,13,1,30,-5,0,0,0,0.2,840,-3,253,3.7,,,,,,
2001,1,13,2,30,-5,0,0,0,0.2,840,-3,252,3.9,,,,,,
2001,1,13,3,30,-5,0,0,0,0.2,840,-4,253,3.8,,,,,,
2001,1,13,4,30,-6,0,0,0,0.2,840,-4,253,3.7,,,,,,
2001,1,13,5,30,-6,0,0,0,0.2,840,-4,255,3.4,,,,,,
2001,1,13,6,30,-7,0,0,0,0.2,840,-5,258,3.1,,,,,,
2001,1,13,7,30,-7,0,0,0,0.2,840,-3,264,3.3,,,,,,
2001,1,13,8,30,-6,36,693,152,0.2,840,-1,272,3.8,,,,,,
2001,1,13,9,30,-6,51,879,338,0.2,840,1,294,4.1,,,,,,
2001,1,13,10,30,-6,60,958,489,0.2,840,3,309,4,,,,,,
2001,1,13,11,30,-7,63,996,587,0.2,840,4,306,4,,,,,,
2001,1,13,12,30,-7,65,1005,622,0.2,840,5,301,4.1,,,,,,
2001,1,13,13,30,-7,64,994,590,0.2,840,5,299,4,,,,,,
2001,1,13,14,30,-7,60,957,495,0.2,840,5,300,3.5,,,,,,
2001,1,13,15,30,-7,52,880,346,0.2,840,4,302,2.3,,,,,,
2001,1,13,16,30,-5,37,705,162,0.2,840,1,302,1.4,,,,,,
2001,1,13,17,30,-7,0,0,0,0.2,840,0,299,1.3,,,,,,
2001,1,13,18,30,-8,0,0,0,0.2,840,-1,296,1.3,,,,,,
2001,1,13,19,30,-8,0,0,0,0.2,840,-2,292,1.3,,,,,,
2001,1,13,20,30,-8,0,0,0,0.2,840,-2,288,1.2,,,,,,
2001,1,13,21,30,-7,0,0,0,0.2,840,-2,283,1.1,,,,,,
2001,1,13,22,30,-7,0,0,0,0.2,840,-3,278,1.1,,,,,,
2001,1,13,23,30,-7,0,0,0,0.2,840,-3,278,1.2,,,,,,
2001,1,14,0,30,-7,0,0,0,0.2,840,-4,284,1.2,,,,,,
2001,1,14,1,30,-8,0,0,0,0.2,840,-4,292,1.1,,,,,,
2001,1,14,2,30,-8,0,0,0,0.2,840,-4,298,1,,,,,,
2001,1,14,3,30,-8,0,0,0,0.2,840,-4,303,0.9,,,,,,
2001,1,14,4,30,-8,0,0,0,0.2,840,-4,312,0.8,,,,,,
2001,1,14,5,30,-8,0,0,0,0.2,840,-4,329,0.7,,,,,,
2001,1,14,6,30,-8,0,0,0,0.2,840,-4,348,0.4,,,,,,
2001,1,14,7,30,-8,0,0,0,0.2,850,-3,3,0.2,,,,,,
2001,1,14,8,30,-8,38,668,151,0.2,850,0,122,0.5,,,,,,
2001,1,14,9,30,-8,55,860,336,0.2,850,2,70,0.6,,,,,,
2001,1,14,10,30,-8,174,419,362,0.2,850,3,54,0.4,,,,,,
2001,1,14,11,30,-8,67,987,588,0.2,840,4,336,0.5,,,,,,
2001,1,14,12,30,-9,69,997,624,0.2,840,5,312,0.9,,,,,,
2001,1,14,13,30,-9,69,986,593,0.2,840,6,329,1,,,,,,
2001,1,14,14,30,-9,63,952,499,0.2,840,5,344,1,,,,,,
2001,1,14,15,30,-9,54,875,350,0.2,840,4,8,0.9,,,,,,
2001,1,14,16,30,-6,39,696,165,0.2,840,1,40,1,,,,,,
2001,1,14,17,30,-9,0,0,0,0.2,840,0,62,1.3,,,,,,
2001,1,14,18,30,-10,0,0,0,0.2,840,-1,80,1.4,,,,,,
2001,1,14,19,30,-10,0,0,0,0.2,840,-2,96,1.4,,,,,,
2001,1,14,20,30,-10,0,0,0,0.2,840,-2,110,1.3,,,,,,
2001,1,14,21,30,-10,0,0,0,0.2,840,-3,122,1.3,,,,,,
2001,1,14,22,30,-10,0,0,0,0.2,840,-2,132,1.3,,,,,,
2001,1,14,23,30,-9,0,0,0,0.2,840,-2,135,1.2,,,,,,
2001,1,15,0,30,-9,0,0,0,0.2,840,-2,138,1.1,,,,,,
2001,1,15,1,30,-9,0,0,0,0.2,840,-3,142,1,,,,,,
2001,1,15,2,30,-9,0,0,0,0.2,840,-2,147,0.9,,,,,,
2001,1,15,3,30,-9,0,0,0,0.2,840,-2,155,0.7,,,,,,
2001,1,15,4,30,-9,0,0,0,0.2,840,-2,170,0.7,,,,,,
2001,1,15,5,30,-9,0,0,0,0.2,840,-2,190,0.9,,,,,,
2001,1,15,6,30,-8,0,0,0,0.2,840,-2,205,1,,,,,,
2001,1,15,7,30,-8,0,0,0,0.2,840,-1,213,1.4,,,,,,
