,0
707,833000.0
708,833000.0
709,833000.0
710,585665.7809364719
711,294494.8526905609
712,302370.56182984373
713,146505.95409865575
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,96941.06497886642
729,324805.0791078095
730,415238.6711264701
731,731290.6804081446
732,770051.8541539847
733,727090.0723147934
734,833000.0
735,676811.0773582561
736,446880.6116707335
737,127101.99727434295
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,435462.0147643847
753,694240.6843473418
754,833000.0
755,833000.0
756,833000.0
757,833000.0
758,833000.0
759,710796.4835349624
760,474719.4987783536
761,150360.00683532085
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,408723.39690052863
777,662172.3434235425
778,833000.0
779,833000.0
780,689991.9053864414
781,833000.0
782,618167.6067992273
783,498828.13373026456
784,324249.4414238614
785,145577.25246446035
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,8676.19916796598
800,164288.37906397827
801,352550.7025867084
802,819812.2758512999
803,577753.7636528842
804,833000.0
805,833000.0
806,833000.0
807,676641.7903794197
808,442311.4697070943
809,128526.11807482384
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,15353.833306652768
824,402025.7533318343
825,646640.9202893076
826,815557.9649911714
827,833000.0
828,690912.6238625663
829,678793.499563398
830,509956.2817168055
831,677649.8863906396
832,333559.91645750456
833,66415.86003018264
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,81402.23414128272
848,413578.6864191581
849,653565.6413597406
850,815371.1431481523
851,833000.0
852,833000.0
853,833000.0
854,821236.6870857413
855,672624.3977776208
856,456533.2026889062
857,160986.06841294048
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,11344.39469045066
872,180654.24704672684
873,333131.150641846
874,621572.759101234
875,686873.1010800927
876,690550.6679423874
877,794655.3324484417
878,487365.662972917
879,490276.8116002915
880,223609.28527390645
881,64635.45966473398
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,68904.33810399847
896,399679.5983046656
897,646122.1158877516
898,820952.5595408591
899,833000.0
900,833000.0
901,833000.0
902,833000.0
903,504317.05522670364
904,317275.4345116286
905,69164.39765235645
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,5786.035060815301
920,58470.1255246913
921,485353.2750102762
922,640261.7858723835
923,405326.7807094508
924,422548.8589987307
925,210661.94429676243
926,189377.31444258534
927,393481.4529358118
928,261217.3984329646
929,38838.331372167064
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,96241.02966694054
944,432497.94319611095
945,683837.8046752089
946,833000.0
947,833000.0
948,833000.0
949,833000.0
950,833000.0
951,714924.1823047166
952,488589.59597634524
953,184187.54404926105
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,23098.485471149685
968,338250.03861896583
969,431560.8814463339
970,672718.2141059419
971,833000.0
972,833000.0
973,833000.0
974,833000.0
975,705117.6379101295
976,254447.77378229465
977,168099.04391089303
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,105559.71967464016
992,430197.4087352462
993,676943.2461504763
994,833000.0
995,833000.0
996,833000.0
997,833000.0
998,833000.0
999,713415.3881355008
1000,487691.29449089605
1001,186834.5363109314
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,117457.69233719914
1016,441835.6688728263
1017,685144.6707519693
1018,833000.0
1019,833000.0
1020,833000.0
1021,833000.0
1022,833000.0
1023,718737.458482087
1024,498441.17603080126
1025,200282.55009650125
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,111853.25599537624
1040,419781.02521490434
1041,653377.8199393708
1042,823583.2497651469
1043,833000.0
1044,833000.0
1045,833000.0
1046,46150.57183173345
1047,512261.3188801929
1048,166504.63880442208
1049,18890.415309228305
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,1936.859355764396
1064,15353.833306652768
1065,300014.93337605236
1066,782281.8142975646
1067,764195.2385283409
1068,778387.7270587585
1069,312595.7551566543
1070,781543.8902826868
1071,562135.8527181612
1072,23874.89172179741
1073,5786.035060815301
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,116767.17888312983
1088,435609.0114714621
1089,689743.497472886
1090,833000.0
1091,833000.0
1092,833000.0
1093,833000.0
1094,833000.0
1095,736722.313547815
1096,503504.5971224053
1097,202200.3747077213
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,17335.277796390143
1112,258697.78094094744
1113,534043.2276102038
1114,813737.6093964857
1115,833000.0
1116,833000.0
1117,833000.0
1118,833000.0
1119,721906.2311719497
1120,496452.90238206624
1121,203334.07697506747
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,72697.98566412943
1136,441377.9368729128
1137,623836.1223483415
1138,759878.3710006848
1139,802606.431071383
1140,741080.904111751
1141,709273.3175353918
1142,605061.5108031856
1143,253066.55551028435
1144,193866.31307674618
1145,19678.670333743576
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,113296.47330487867
1160,405101.8437846367
1161,636201.613620772
1162,801173.4229145307
1163,833000.0
1164,833000.0
1165,833000.0
1166,824811.3502850992
1167,679148.253308878
1168,468537.2554967527
1169,196108.3417165758
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,141516.02710132807
1184,443669.34928923694
1185,683005.0350636751
1186,833000.0
1187,833000.0
1188,833000.0
1189,833000.0
1190,833000.0
1191,674159.0054858144
1192,422777.10292669124
1193,58767.704048534586
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,38306.55473096558
1208,204737.21338855076
1209,448822.29309454747
1210,533253.7005491917
1211,833000.0
1212,833000.0
1213,833000.0
1214,833000.0
1215,690843.6749221468
1216,472797.76310179126
1217,126998.7420992358
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,120987.63830922243
1232,409490.21276424575
1233,648727.3569942364
1234,817446.4864101964
1235,833000.0
1236,833000.0
1237,833000.0
1238,833000.0
1239,682423.6433870262
1240,459766.80563056946
1241,184265.46941381524
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,17071.19823339651
1256,373926.27959771507
1257,550790.4029697924
1258,630029.3663603858
1259,732098.3511142859
1260,742495.584950087
1261,612634.2941900897
1262,536694.9660092915
1263,487143.2155391228
1264,342010.3833534431
1265,127939.00990517247
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,950.1965016838246
1280,138671.05886525422
1281,418880.52718760783
1282,792905.3725410978
1283,833000.0
1284,833000.0
1285,833000.0
1286,833000.0
1287,735175.5233940996
1288,511425.44176886586
1289,224062.4461055564
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,162015.82288070273
1304,463027.660037242
1305,705323.8430983265
1306,833000.0
1307,833000.0
1308,833000.0
1309,833000.0
1310,833000.0
1311,369002.5494462088
1312,282883.1731262213
1313,140896.45662965684
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,20140.80956898243
1328,318724.0667862578
1329,508320.34520407656
1330,575280.4536918707
1331,773805.6837445409
1332,775044.3681110758
1333,676482.4225394774
1334,628098.8726161118
1335,465648.63275067677
1336,335499.2324261781
1337,92963.6290619831
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,3814.188905454069
1352,121643.78303511706
1353,629704.7536487979
1354,367947.30006617156
1355,124018.82373503165
1356,235406.09449932288
1357,211183.61377675575
1358,39405.87379357978
1359,326573.1291222464
1360,190721.4846592113
1361,60744.25788265098
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,81290.94224010411
1376,427353.34633567306
1377,659671.5654828647
1378,832748.1382876993
1379,833000.0
1380,833000.0
1381,60323.008398349426
1382,645088.9964761994
1383,503286.35249312635
1384,47255.2498260032
1385,9419.09817181678
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,171058.1165990618
1400,458921.7634626169
1401,570086.3001631226
1402,385974.82228439493
1403,375303.06172003667
1404,185030.94657005082
1405,315727.10774192156
1406,517248.0021063529
1407,381030.59532023704
1408,261040.52786623908
1409,227204.2082110266
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,181157.56014587393
1424,458677.70436343213
1425,704502.9066343298
1426,833000.0
1427,833000.0
1428,833000.0
1429,833000.0
1430,796402.9040856118
1431,718164.3036966451
1432,498601.22755754035
1433,230577.63680089166
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,185819.88514808353
1448,434110.10878477036
1449,699755.9914699368
1450,833000.0
1451,833000.0
1452,833000.0
1453,833000.0
1454,833000.0
1455,716121.2840161544
1456,499649.5380308724
1457,234558.02806770275
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,183757.8904051335
1472,446689.94410305866
1473,705072.1527158938
1474,833000.0
1475,833000.0
1476,833000.0
1477,833000.0
1478,833000.0
1479,717325.1059741408
1480,499123.89163633983
1481,233010.50726379422
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,181173.1760574027
1496,363659.53645007015
1497,687561.8525138076
1498,833000.0
1499,833000.0
1500,833000.0
1501,833000.0
1502,833000.0
1503,741912.6973280665
1504,470106.28564208123
1505,244613.98797923786
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,91216.36100040463
1520,420100.27475064294
1521,637351.4476805826
1522,639066.7810313497
1523,623865.9115991793
1524,833000.0
1525,833000.0
1526,833000.0
1527,769872.7643512136
1528,540261.294850102
1529,260149.5792621947
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,96123.30331707353
1544,454693.6569056685
1545,727035.6236742295
1546,833000.0
1547,833000.0
1548,833000.0
1549,833000.0
1550,794601.9137497002
1551,738660.398310681
1552,517119.1314278339
1553,249791.76518039178
1554,4145.473743166315
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,103562.62024219107
1568,391988.53175206046
1569,580945.2615616221
1570,690086.1081208736
1571,571345.947909286
1572,510887.11940732494
1573,397812.8623537027
1574,280679.6543413275
1575,145812.2488518842
1576,100095.44903034746
1577,47794.879612517565
1578,929.290202946829
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,126681.2918980306
1592,293597.2245342601
1593,464417.9665222888
1594,650880.0218851451
1595,816782.9291858177
1596,833000.0
1597,651929.2123118001
1598,563928.2769333118
1599,412125.2442222372
1600,396883.6873152558
1601,173458.30067383393
1602,3183.8465810606144
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,106500.02926277636
1616,288635.45615536225
1617,438481.6338508122
1618,817512.122692323
1619,833000.0
1620,833000.0
1621,833000.0
1622,833000.0
1623,639279.2252750708
1624,481157.1307560915
1625,144733.30312817692
1626,920.8543280178659
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,11124.32838795597
1640,80105.25927904733
1641,186974.82690280068
1642,274641.3116424729
1643,396268.0106866183
1644,207558.49445081828
1645,229725.5470331034
1646,206331.05968123395
1647,119493.52405145644
1648,102085.12985888806
1649,37867.42782252955
1650,931.490865971776
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,30809.15272257633
1664,99228.25022577506
1665,195634.9047876385
1666,449486.57468426053
1667,807377.4506019949
1668,813039.0714584303
1669,472627.0831398381
1670,545991.2978013094
1671,322449.0014609211
1672,196984.104970848
1673,29374.23848193015
1674,928.1898714343555
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,2804.033867777986
1687,97828.09997748415
1688,48727.84993864091
1689,57968.66979131556
1690,170537.61447270573
1691,344245.12479895726
1692,559394.0888349997
1693,747311.0194533417
1694,801806.2643679986
1695,671046.1051424391
1696,462609.5414047963
1697,214013.34203911686
1698,6707.737203659983
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,932.5911974842493
1711,129017.44120686536
1712,416893.43573736097
1713,641811.1095773502
1714,724108.6137075017
1715,833000.0
1716,833000.0
1717,833000.0
1718,799751.6163316164
1719,610758.9157301494
1720,324310.44935053214
1721,107631.45566548506
1722,2818.6807749060204
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,3712.5817740558964
1735,203904.71016973665
1736,441703.1990027811
1737,663578.4993269631
1738,814229.9212432603
1739,833000.0
1740,833000.0
1741,833000.0
1742,809989.9328644321
1743,667372.794807949
1744,458440.96082495985
1745,208938.48103985135
1746,4005.7956821626276
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,3750.319935302122
1759,213399.32146535334
1760,484915.82373205933
1761,661076.3677282339
1762,833000.0
1763,833000.0
1764,770887.9848520537
1765,833000.0
1766,833000.0
1767,353793.4486836919
1768,203013.31541994674
1769,92320.81701380211
1770,4231.090447788458
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,5714.348064052549
1783,210805.244985139
